"Stock","yr","ct","bt"
"Tur_BS",2003,1122,4196
"Tur_BS",2004,1142,4927
"Tur_BS",2005,1400,5473
"Tur_BS",2006,1751,6884
"Tur_BS",2007,2259,6579
"Tur_BS",2008,2122,6023
"Tur_BS",2009,2078,5497
"Tur_BS",2010,1738,4493
"Tur_BS",2011,1659,3730
"Tur_BS",2012,1714,3499
"Tur_BS",2013,1522,2466
"Tur_BS",2014,1159,1973
"RMullet_BS",1990,3637.742,6032.3
"RMullet_BS",1991,3819.391,5738.84
"RMullet_BS",1992,3024.134,6317.404
"RMullet_BS",1993,2877.263,7416.027
"RMullet_BS",1994,2361.039,8950.63
"RMullet_BS",1995,4670.066,8610.502
"RMullet_BS",1996,5493.883,5605.09
"RMullet_BS",1997,3107.085,3374.004
"RMullet_BS",1998,2569.869,2662.79
"RMullet_BS",1999,3083.483,2507.061
"RMullet_BS",2000,2488.929,2243.125
"RMullet_BS",2001,1623.38,2150.919
"RMullet_BS",2002,1736.918,1968.816
"RMullet_BS",2003,1290.443,2350.116
"RMullet_BS",2004,1303.525,3440.294
"RMullet_BS",2005,1802.969,2921.609
"RMullet_BS",2006,1452.299,3230.853
"RMullet_BS",2007,1884.515,3710.62
"RMullet_BS",2008,1796.539,3057.871
"RMullet_BS",2009,2623.949,3843.074
"RMullet_BS",2010,3947.662,3789.342
"RMullet_BS",2011,3522.806,3595.847
"RMullet_BS",2012,3487.895,3075.495
"RMullet_BS",2013,2495.306,2559.066
"RMullet_BS",2014,3898.727,2645.225
"MHMackerel_BS",1950,8291,"NA"
"MHMackerel_BS",1951,5399,"NA"
"MHMackerel_BS",1952,6475,"NA"
"MHMackerel_BS",1953,22095,"NA"
"MHMackerel_BS",1954,25511,"NA"
"MHMackerel_BS",1955,19950,"NA"
"MHMackerel_BS",1956,29735,"NA"
"MHMackerel_BS",1957,26919,"NA"
"MHMackerel_BS",1958,17370,"NA"
"MHMackerel_BS",1959,12687,"NA"
"MHMackerel_BS",1960,17692,"NA"
"MHMackerel_BS",1961,16346,"NA"
"MHMackerel_BS",1962,29271,"NA"
"MHMackerel_BS",1963,18163,"NA"
"MHMackerel_BS",1964,13790,"NA"
"MHMackerel_BS",1965,8106,"NA"
"MHMackerel_BS",1966,5277,"NA"
"MHMackerel_BS",1967,32112,"NA"
"MHMackerel_BS",1968,20124,"NA"
"MHMackerel_BS",1969,18294,"NA"
"MHMackerel_BS",1970,22041,"NA"
"MHMackerel_BS",1971,14921,"NA"
"MHMackerel_BS",1972,33709,"NA"
"MHMackerel_BS",1973,28829,"NA"
"MHMackerel_BS",1974,15905,"NA"
"MHMackerel_BS",1975,19209,"NA"
"MHMackerel_BS",1976,35746,"NA"
"MHMackerel_BS",1977,20576,"NA"
"MHMackerel_BS",1978,25508,"NA"
"MHMackerel_BS",1979,62620,"NA"
"MHMackerel_BS",1980,45297,"NA"
"MHMackerel_BS",1981,41951,"NA"
"MHMackerel_BS",1982,51451,"NA"
"MHMackerel_BS",1983,63712,"NA"
"MHMackerel_BS",1984,77370,"NA"
"MHMackerel_BS",1985,141078,"NA"
"MHMackerel_BS",1986,105109,"NA"
"MHMackerel_BS",1987,93216,"NA"
"MHMackerel_BS",1988,97740,"NA"
"MHMackerel_BS",1989,96888,"NA"
"MHMackerel_BS",1990,65548,"NA"
"MHMackerel_BS",1991,19955,"NA"
"MHMackerel_BS",1992,21065,"NA"
"MHMackerel_BS",1993,24006,"NA"
"MHMackerel_BS",1994,25392,"NA"
"MHMackerel_BS",1995,15906,"NA"
"MHMackerel_BS",1996,16171,"NA"
"MHMackerel_BS",1997,11157,"NA"
"MHMackerel_BS",1998,8316,"NA"
"MHMackerel_BS",1999,8367,"NA"
"MHMackerel_BS",2000,16337,"NA"
"MHMackerel_BS",2001,16911,"NA"
"MHMackerel_BS",2002,9147,"NA"
"MHMackerel_BS",2003,10257,"NA"
"MHMackerel_BS",2004,9634,"NA"
"MHMackerel_BS",2005,17602,35692
"MHMackerel_BS",2006,13625,39175
"MHMackerel_BS",2007,17886,51765
"MHMackerel_BS",2008,20843,49830
"MHMackerel_BS",2009,16489,40292
"MHMackerel_BS",2010,13406,28732
"MHMackerel_BS",2011,18559,38165
"MHMackerel_BS",2012,24931,36595
"MHMackerel_BS",2013,20114,21581
"MHMackerel_BS",2014,12357,18453
"PDogfish_BS",1989,6159,21327
"PDogfish_BS",1990,2761,16901
"PDogfish_BS",1991,2924,15790
"PDogfish_BS",1992,2911,14336
"PDogfish_BS",1993,1618,12851
"PDogfish_BS",1994,2650,12423
"PDogfish_BS",1995,1837,10717
"PDogfish_BS",1996,1951,9805
"PDogfish_BS",1997,1585,8630
"PDogfish_BS",1998,1482,7648
"PDogfish_BS",1999,1629,6630
"PDogfish_BS",2000,2601,5310
"PDogfish_BS",2001,895,2903
"PDogfish_BS",2002,602,2690
"PDogfish_BS",2003,452,1980
"PDogfish_BS",2004,421,1777
"PDogfish_BS",2005,251,1193
"PDogfish_BS",2006,302,1106
"PDogfish_BS",2007,211,957
"PDogfish_BS",2008,206,849
"PDogfish_BS",2009,235,738
"PDogfish_BS",2010,75,511
"PDogfish_BS",2011,104,634
"PDogfish_BS",2012,70,625
"PDogfish_BS",2013,83,670
"PDogfish_BS",2014,75,616
"Whiting_BS",1994,12898,17812
"Whiting_BS",1995,13717,19336
"Whiting_BS",1996,17350,22221
"Whiting_BS",1997,9489,15946
"Whiting_BS",1998,11657,18033
"Whiting_BS",1999,11862,18577
"Whiting_BS",2000,14636,21235
"Whiting_BS",2001,6711,14920
"Whiting_BS",2002,8426,15838
"Whiting_BS",2003,7075,12133
"Whiting_BS",2004,6261,10092
"Whiting_BS",2005,5421,10961
"Whiting_BS",2006,7632,14892
"Whiting_BS",2007,10805,18004
"Whiting_BS",2008,10833,17440
"Whiting_BS",2009,7546,15751
"Whiting_BS",2010,11967,18413
"Whiting_BS",2011,8147,13493
"Whiting_BS",2012,6320,12979
"Whiting_BS",2013,8308,13979
"Whiting_BS",2014,8861,12024
"BS_anch",1995,541984,4803931
"BS_anch",1996,396197,3707165
"BS_anch",1997,309981,2881877
"BS_anch",1998,284194,5782490
"BS_anch",1999,450662,4919393
"BS_anch",2000,377972,3114374
"BS_anch",2001,418493,2327160
"BS_anch",2002,487808,1812161
"BS_anch",2003,385800,1288193
"BS_anch",2004,444651,818697
"BS_anch",2005,172920,426396
"BS_anch",2006,307518,633459
"BS_anch",2007,517779,887134
"BS_anch",2008,326749,686901
"BS_anch",2009,269129,672590
"BS_anch",2010,294388,663638
"BS_anch",2011,284000,669282
"anp-8c9a",1980,4817,13372
"anp-8c9a",1981,5566,15076
"anp-8c9a",1982,5782,14557
"anp-8c9a",1983,6113,13604
"anp-8c9a",1984,6031,13549
"anp-8c9a",1985,6139,12901
"anp-8c9a",1986,6870,10841
"anp-8c9a",1987,5139,7466
"anp-8c9a",1988,6321,7391
"anp-8c9a",1989,4995,5782
"anp-8c9a",1990,3790,4758
"anp-8c9a",1991,3640,4669
"anp-8c9a",1992,3382,4424
"anp-8c9a",1993,2329,3538
"anp-8c9a",1994,2007,3368
"anp-8c9a",1995,1835,3909
"anp-8c9a",1996,2956,5779
"anp-8c9a",1997,3715,6901
"anp-8c9a",1998,2981,6357
"anp-8c9a",1999,1939,5437
"anp-8c9a",2000,1256,4771
"anp-8c9a",2001,788,4510
"anp-8c9a",2002,1034,5229
"anp-8c9a",2003,2279,7310
"anp-8c9a",2004,3156,8744
"anp-8c9a",2005,3646,9063
"anp-8c9a",2006,2932,8592
"anp-8c9a",2007,2349,8237
"anp-8c9a",2008,2338,8386
"anp-8c9a",2009,2280,8297
"anp-8c9a",2010,1548,7860
"anp-8c9a",2011,1140,7978
"anp-8c9a",2012,1382,8648
"anp-8c9a",2013,1516,9171
"anp-8c9a",2014,2002,9375
"Bss-47",1985,994,15560
"Bss-47",1986,1320,14910
"Bss-47",1987,1980,13910
"Bss-47",1988,1239,12183
"Bss-47",1989,1161,11097
"Bss-47",1990,1064,10662
"Bss-47",1991,1226,11706
"Bss-47",1992,1185,13286
"Bss-47",1993,1256,15451
"Bss-47",1994,1371,17601
"Bss-47",1995,1835,18943
"Bss-47",1996,3024,19424
"Bss-47",1997,2621,18808
"Bss-47",1998,2390,18549
"Bss-47",1999,2669,19075
"Bss-47",2000,2407,19691
"Bss-47",2001,2501,20979
"Bss-47",2002,2622,22348
"Bss-47",2003,3459,23825
"Bss-47",2004,3730,24822
"Bss-47",2005,4430,25692
"Bss-47",2006,4377,25929
"Bss-47",2007,4064,26093
"Bss-47",2008,4107,26171
"Bss-47",2009,3889,25500
"Bss-47",2010,4563,24147
"Bss-47",2011,3857,21435
"Bss-47",2012,3987,18621
"Bss-47",2013,4136,15157
"Bss-47",2014,2683,11416
"cod-2224",1970,70147,"NA"
"cod-2224",1971,68520,"NA"
"cod-2224",1972,75555,"NA"
"cod-2224",1973,64882,"NA"
"cod-2224",1974,64439,"NA"
"cod-2224",1975,53481,"NA"
"cod-2224",1976,58304,"NA"
"cod-2224",1977,58432,"NA"
"cod-2224",1978,50092,"NA"
"cod-2224",1979,50062,"NA"
"cod-2224",1980,49059,"NA"
"cod-2224",1981,60118,"NA"
"cod-2224",1982,61546,"NA"
"cod-2224",1983,65657,"NA"
"cod-2224",1984,57768,"NA"
"cod-2224",1985,43762,"NA"
"cod-2224",1986,31208,"NA"
"cod-2224",1987,34923,"NA"
"cod-2224",1988,32645,"NA"
"cod-2224",1989,20878,"NA"
"cod-2224",1990,20557,"NA"
"cod-2224",1991,19434,"NA"
"cod-2224",1992,23446,"NA"
"cod-2224",1993,24792,"NA"
"cod-2224",1994,25306,31825
"cod-2224",1995,35130,29852
"cod-2224",1996,47422,32958
"cod-2224",1997,43283,34235
"cod-2224",1998,37577,26876
"cod-2224",1999,42450,31508
"cod-2224",2000,37833,36279
"cod-2224",2001,31933,29115
"cod-2224",2002,23217,22652
"cod-2224",2003,23898,17304
"cod-2224",2004,20393,19262
"cod-2224",2005,22866,27092
"cod-2224",2006,20048,31888
"cod-2224",2007,18901,32273
"cod-2224",2008,13016,21868
"cod-2224",2009,9355,14165
"cod-2224",2010,10742,13144
"cod-2224",2011,10911,13478
"cod-2224",2012,11660,15614
"cod-2224",2013,10716,12606
"cod-2224",2014,11451,16602
"cod-2224",2015,11982,19542
"cod-347d",1963,117477,516588
"cod-347d",1964,144640,669978
"cod-347d",1965,198988,841549
"cod-347d",1966,240386,1006511
"cod-347d",1967,286932,1061295
"cod-347d",1968,293608,886468
"cod-347d",1969,226387,741181
"cod-347d",1970,251954,1206218
"cod-347d",1971,350109,1346474
"cod-347d",1972,363669,929126
"cod-347d",1973,259886,742665
"cod-347d",1974,235861,712119
"cod-347d",1975,246225,809361
"cod-347d",1976,246225,637940
"cod-347d",1977,260928,990535
"cod-347d",1978,357182,1131438
"cod-347d",1979,341124,1041320
"cod-347d",1980,392778,1256700
"cod-347d",1981,395933,1038201
"cod-347d",1982,388093,1134837
"cod-347d",1983,325462,888242
"cod-347d",1984,278173,906186
"cod-347d",1985,240867,586542
"cod-347d",1986,227521,815862
"cod-347d",1987,256273,747882
"cod-347d",1988,205870,550730
"cod-347d",1989,179154,555709
"cod-347d",1990,138275,373622
"cod-347d",1991,118539,345933
"cod-347d",1992,140225,538746
"cod-347d",1993,149492,418738
"cod-347d",1994,154817,534453
"cod-347d",1995,192529,570918
"cod-347d",1996,157472,428052
"cod-347d",1997,154662,648229
"cod-347d",1998,137173,332701
"cod-347d",1999,95990,230038
"cod-347d",2000,85648,293021
"cod-347d",2001,72839,201995
"cod-347d",2002,56954,171442
"cod-347d",2003,54068,145074
"cod-347d",2004,39815,125744
"cod-347d",2005,40296,141351
"cod-347d",2006,31825,148896
"cod-347d",2007,53477,198392
"cod-347d",2008,52418,208981
"cod-347d",2009,54995,225258
"cod-347d",2010,48923,241832
"cod-347d",2011,44981,230960
"cod-347d",2012,40376,206695
"cod-347d",2013,41773,263814
"cod-347d",2014,45936,332369
"cod-7e-k",1971,5782,15346
"cod-7e-k",1972,4737,12808
"cod-7e-k",1973,4015,11700
"cod-7e-k",1974,2898,10717
"cod-7e-k",1975,3993,12589
"cod-7e-k",1976,4818,12224
"cod-7e-k",1977,3059,12545
"cod-7e-k",1978,3647,13783
"cod-7e-k",1979,4650,16346
"cod-7e-k",1980,7243,22845
"cod-7e-k",1981,10597,20697
"cod-7e-k",1982,8766,18951
"cod-7e-k",1983,9641,18545
"cod-7e-k",1984,6631,17147
"cod-7e-k",1985,8317,21794
"cod-7e-k",1986,10475,20931
"cod-7e-k",1987,10228,28403
"cod-7e-k",1988,17191,41445
"cod-7e-k",1989,19809,37580
"cod-7e-k",1990,12749,25110
"cod-7e-k",1991,9336,19521
"cod-7e-k",1992,9747,21918
"cod-7e-k",1993,10425,20983
"cod-7e-k",1994,10620,26261
"cod-7e-k",1995,11709,26030
"cod-7e-k",1996,12681,26427
"cod-7e-k",1997,12035,23472
"cod-7e-k",1998,11431,19728
"cod-7e-k",1999,8594,16226
"cod-7e-k",2000,6536,15457
"cod-7e-k",2001,8308,19160
"cod-7e-k",2002,9236,16147
"cod-7e-k",2003,6420,11421
"cod-7e-k",2004,3672,7278
"cod-7e-k",2005,3062,7592
"cod-7e-k",2006,3776,9008
"cod-7e-k",2007,4830,10514
"cod-7e-k",2008,3961,9116
"cod-7e-k",2009,3292,9361
"cod-7e-k",2010,3229,18570
"cod-7e-k",2011,7957,17954
"cod-7e-k",2012,8644,18844
"cod-7e-k",2013,6887,13702
"cod-7e-k",2014,4619,12180
"cod-arct",1946,706000,4367668
"cod-arct",1947,882017,3839613
"cod-arct",1948,774295,3775604
"cod-arct",1949,800122,3156987
"cod-arct",1950,731982,2960071
"cod-arct",1951,827180,3722971
"cod-arct",1952,876795,4046139
"cod-arct",1953,695546,3992058
"cod-arct",1954,826021,4216295
"cod-arct",1955,1147841,3572939
"cod-arct",1956,1343068,3342003
"cod-arct",1957,792557,2799741
"cod-arct",1958,769313,2342825
"cod-arct",1959,744607,2732448
"cod-arct",1960,622042,2354866
"cod-arct",1961,783221,2395452
"cod-arct",1962,909266,2176183
"cod-arct",1963,776337,2008686
"cod-arct",1964,437695,1487644
"cod-arct",1965,444930,1550917
"cod-arct",1966,483711,2353618
"cod-arct",1967,572605,2902009
"cod-arct",1968,1074084,3391704
"cod-arct",1969,1197226,2808070
"cod-arct",1970,933246,2069435
"cod-arct",1971,689048,1631740
"cod-arct",1972,565254,1682401
"cod-arct",1973,792685,2414550
"cod-arct",1974,1102433,2241204
"cod-arct",1975,829377,2048293
"cod-arct",1976,867463,1939090
"cod-arct",1977,905301,1963956
"cod-arct",1978,698715,1588144
"cod-arct",1979,440538,1115016
"cod-arct",1980,380434,863861
"cod-arct",1981,399038,983662
"cod-arct",1982,363730,750875
"cod-arct",1983,289992,738874
"cod-arct",1984,277651,817605
"cod-arct",1985,307920,957511
"cod-arct",1986,430113,1294412
"cod-arct",1987,523071,1126279
"cod-arct",1988,434939,915459
"cod-arct",1989,332481,890360
"cod-arct",1990,212000,962680
"cod-arct",1991,319158,1561702
"cod-arct",1992,513234,1912315
"cod-arct",1993,581611,2359878
"cod-arct",1994,771086,2149025
"cod-arct",1995,739999,1808805
"cod-arct",1996,732228,1690365
"cod-arct",1997,762403,1534212
"cod-arct",1998,592624,1233030
"cod-arct",1999,484910,1105696
"cod-arct",2000,414868,1109136
"cod-arct",2001,426471,1388974
"cod-arct",2002,535045,1561970
"cod-arct",2003,551990,1639660
"cod-arct",2004,606445,1605931
"cod-arct",2005,641276,1596776
"cod-arct",2006,537642,1544846
"cod-arct",2007,486883,1873552
"cod-arct",2008,464171,2511991
"cod-arct",2009,523430,3071831
"cod-arct",2010,609983,3289421
"cod-arct",2011,719830,3378814
"cod-arct",2012,727663,3389314
"cod-arct",2013,966209,3590870
"cod-arct",2014,986449,3152139
"cod-farp",1959,22415,67803
"cod-farp",1960,32255,75862
"cod-farp",1961,21598,65428
"cod-farp",1962,20967,68225
"cod-farp",1963,22215,77602
"cod-farp",1964,21078,84666
"cod-farp",1965,24212,75043
"cod-farp",1966,20418,83919
"cod-farp",1967,23562,105289
"cod-farp",1968,29930,110433
"cod-farp",1969,32371,105537
"cod-farp",1970,24183,98398
"cod-farp",1971,23010,78218
"cod-farp",1972,18727,76439
"cod-farp",1973,22228,110713
"cod-farp",1974,24581,139266
"cod-farp",1975,36775,153664
"cod-farp",1976,39799,161260
"cod-farp",1977,34927,136212
"cod-farp",1978,26585,96227
"cod-farp",1979,23112,85112
"cod-farp",1980,20513,85038
"cod-farp",1981,22963,88411
"cod-farp",1982,21489,98964
"cod-farp",1983,38133,123256
"cod-farp",1984,36979,152162
"cod-farp",1985,39484,131245
"cod-farp",1986,34595,99280
"cod-farp",1987,21391,78372
"cod-farp",1988,23182,66185
"cod-farp",1989,22068,59280
"cod-farp",1990,13692,38547
"cod-farp",1991,8750,28951
"cod-farp",1992,6396,36023
"cod-farp",1993,6107,51491
"cod-farp",1994,9046,84335
"cod-farp",1995,23045,144616
"cod-farp",1996,40422,142597
"cod-farp",1997,34304,96379
"cod-farp",1998,24005,65797
"cod-farp",1999,18306,64613
"cod-farp",2000,21033,90668
"cod-farp",2001,28183,109541
"cod-farp",2002,38457,98034
"cod-farp",2003,24501,60425
"cod-farp",2004,13178,37025
"cod-farp",2005,9906,31865
"cod-farp",2006,10479,30285
"cod-farp",2007,8015,27367
"cod-farp",2008,7465,29800
"cod-farp",2009,10002,29989
"cod-farp",2010,12757,38774
"cod-farp",2011,9760,30826
"cod-farp",2012,7210,24323
"cod-farp",2013,4630,23476
"cod-farp",2014,6349,27720
"cod-iceg",1955,545250,2361190
"cod-iceg",1956,486909,2085480
"cod-iceg",1957,455182,1881630
"cod-iceg",1958,517359,1867800
"cod-iceg",1959,459081,1829410
"cod-iceg",1960,470121,1753890
"cod-iceg",1961,377291,1496600
"cod-iceg",1962,388985,1492510
"cod-iceg",1963,408800,1315590
"cod-iceg",1964,437012,1219020
"cod-iceg",1965,387106,1022480
"cod-iceg",1966,353357,1031370
"cod-iceg",1967,335721,1102690
"cod-iceg",1968,381770,1222540
"cod-iceg",1969,403205,1325290
"cod-iceg",1970,475077,1336640
"cod-iceg",1971,444248,1097650
"cod-iceg",1972,395166,996656
"cod-iceg",1973,369205,843598
"cod-iceg",1974,368133,918054
"cod-iceg",1975,364754,895165
"cod-iceg",1976,346253,955181
"cod-iceg",1977,340086,1288760
"cod-iceg",1978,329602,1296860
"cod-iceg",1979,366462,1396080
"cod-iceg",1980,432237,1489030
"cod-iceg",1981,465032,1241260
"cod-iceg",1982,380068,969996
"cod-iceg",1983,298049,790639
"cod-iceg",1984,282022,913010
"cod-iceg",1985,323428,926811
"cod-iceg",1986,364797,853810
"cod-iceg",1987,389915,1029860
"cod-iceg",1988,377554,1031580
"cod-iceg",1989,363125,1001710
"cod-iceg",1990,335316,840680
"cod-iceg",1991,307759,697921
"cod-iceg",1992,264834,550430
"cod-iceg",1993,250704,595107
"cod-iceg",1994,178138,576020
"cod-iceg",1995,168592,556752
"cod-iceg",1996,180701,670328
"cod-iceg",1997,203112,782972
"cod-iceg",1998,243987,720515
"cod-iceg",1999,260147,731021
"cod-iceg",2000,235092,590023
"cod-iceg",2001,234229,687596
"cod-iceg",2002,208487,728295
"cod-iceg",2003,207543,738905
"cod-iceg",2004,226762,798720
"cod-iceg",2005,213403,721935
"cod-iceg",2006,196077,698554
"cod-iceg",2007,170300,679381
"cod-iceg",2008,146104,703665
"cod-iceg",2009,181151,798690
"cod-iceg",2010,168880,843149
"cod-iceg",2011,170425,936570
"cod-iceg",2012,194795,1055700
"cod-iceg",2013,223277,1175500
"cod-iceg",2014,221340,1180980
"cod-scow",1981,24168,58918
"cod-scow",1982,22082,58275
"cod-scow",1983,21503,50013
"cod-scow",1984,21601,53737
"cod-scow",1985,19570,36877
"cod-scow",1986,12083,34858
"cod-scow",1987,21358,46838
"cod-scow",1988,20781,44628
"cod-scow",1989,19246,38241
"cod-scow",1990,12746,27231
"cod-scow",1991,11549,24134
"cod-scow",1992,10865,24695
"cod-scow",1993,10453,30315
"cod-scow",1994,9588,30036
"cod-scow",1995,9580,31555
"cod-scow",1996,9489,28221
"cod-scow",1997,7533,28176
"cod-scow",1998,6252,19541
"cod-scow",1999,4270,15574
"cod-scow",2000,3798,16535
"cod-scow",2001,2439,13420
"cod-scow",2002,2722,12468
"cod-scow",2003,1275,8228
"cod-scow",2004,612,4962
"cod-scow",2005,552,3610
"cod-scow",2006,954,3744
"cod-scow",2007,2474,4028
"cod-scow",2008,1377,3490
"cod-scow",2009,1353,3495
"cod-scow",2010,1344,4460
"cod-scow",2011,2124,4365
"cod-scow",2012,1632,3777
"cod-scow",2013,1501,3515
"cod-scow",2014,1668,4655
"dgs-nea",1980,40968,586414
"dgs-nea",1981,39962,563219
"dgs-nea",1982,32402,540433
"dgs-nea",1983,37046,524746
"dgs-nea",1984,35194,503214
"dgs-nea",1985,38674,482359
"dgs-nea",1986,30910,457365
"dgs-nea",1987,42354,439403
"dgs-nea",1988,35569,409212
"dgs-nea",1989,30277,385706
"dgs-nea",1990,29906,366801
"dgs-nea",1991,29563,348548
"dgs-nea",1992,29046,330032
"dgs-nea",1993,25637,311231
"dgs-nea",1994,20851,295683
"dgs-nea",1995,21318,284231
"dgs-nea",1996,17295,272148
"dgs-nea",1997,15347,263736
"dgs-nea",1998,13919,256762
"dgs-nea",1999,12385,250646
"dgs-nea",2000,15889,245646
"dgs-nea",2001,16693,236746
"dgs-nea",2002,11020,226875
"dgs-nea",2003,12247,222723
"dgs-nea",2004,9364,217241
"dgs-nea",2005,8357,214615
"dgs-nea",2006,4055,212924
"dgs-nea",2007,2853,215591
"dgs-nea",2008,1737,219551
"dgs-nea",2009,2561,224770
"dgs-nea",2010,2384,229615
"dgs-nea",2011,2384,233931
"dgs-nea",2012,2384,238353
"dgs-nea",2013,2384,243135
"ghl-arct",1992,8602,300444
"ghl-arct",1993,11933,377815
"ghl-arct",1994,9226,439104
"ghl-arct",1995,11734,487292
"ghl-arct",1996,14347,515856
"ghl-arct",1997,9410,530290
"ghl-arct",1998,11893,542043
"ghl-arct",1999,19517,546636
"ghl-arct",2000,14437,547237
"ghl-arct",2001,16307,549461
"ghl-arct",2002,13161,550507
"ghl-arct",2003,13578,553607
"ghl-arct",2004,18899,556405
"ghl-arct",2005,18834,556644
"ghl-arct",2006,17904,564575
"ghl-arct",2007,15453,582071
"ghl-arct",2008,13792,609407
"ghl-arct",2009,12990,643230
"ghl-arct",2010,15229,678384
"ghl-arct",2011,16606,707166
"ghl-arct",2012,20288,727990
"ghl-arct",2013,22167,735908
"ghl-arct",2014,22244,733870
"had-346a",1972,408150,2611400
"had-346a",1973,344570,2551120
"had-346a",1974,397030,3283950
"had-346a",1975,494390,2459140
"had-346a",1976,402050,1185430
"had-346a",1977,240290,866730
"had-346a",1978,146660,887280
"had-346a",1979,149130,1395790
"had-346a",1980,202620,1556750
"had-346a",1981,226560,1126450
"had-346a",1982,256280,942690
"had-346a",1983,253310,1190420
"had-346a",1984,247210,1427440
"had-346a",1985,247400,948710
"had-346a",1986,223840,1169730
"had-346a",1987,195050,878390
"had-346a",1988,179910,552040
"had-346a",1989,127670,454020
"had-346a",1990,86730,726810
"had-346a",1991,97210,913550
"had-346a",1992,135090,864540
"had-346a",1993,180230,850430
"had-346a",1994,169500,949810
"had-346a",1995,168830,936390
"had-346a",1996,204700,841180
"had-346a",1997,170050,770320
"had-346a",1998,161960,567020
"had-346a",1999,123450,1587200
"had-346a",2000,126880,2252130
"had-346a",2001,173530,1124170
"had-346a",2002,155160,723740
"had-346a",2003,74410,497310
"had-346a",2004,72510,406080
"had-346a",2005,64120,1094760
"had-346a",2006,66960,805910
"had-346a",2007,67440,539360
"had-346a",2008,47730,426260
"had-346a",2009,47940,797370
"had-346a",2010,45410,469000
"had-346a",2011,49680,421780
"had-346a",2012,43200,405400
"had-346a",2013,47070,354670
"had-346a",2014,46320,461180
"had-7b-k",1993,3348,16522
"had-7b-k",1994,4131,27453
"had-7b-k",1995,4470,44975
"had-7b-k",1996,6756,45283
"had-7b-k",1997,10827,36370
"had-7b-k",1998,7928,30105
"had-7b-k",1999,4970,31010
"had-7b-k",2000,7499,43990
"had-7b-k",2001,9278,53024
"had-7b-k",2002,6488,69870
"had-7b-k",2003,8292,64055
"had-7b-k",2004,8777,61825
"had-7b-k",2005,6787,52730
"had-7b-k",2006,5593,45891
"had-7b-k",2007,6781,63302
"had-7b-k",2008,7455,75737
"had-7b-k",2009,9608,133684
"had-7b-k",2010,10262,126341
"had-7b-k",2011,12879,95816
"had-7b-k",2012,18376,70577
"had-7b-k",2013,13424,68596
"had-7b-k",2014,9854,57579
"had-arct",1950,132125,375120
"had-arct",1951,120077,417066
"had-arct",1952,127660,407176
"had-arct",1953,123920,711407
"had-arct",1954,156788,759184
"had-arct",1955,202286,729416
"had-arct",1956,213924,610480
"had-arct",1957,123583,425917
"had-arct",1958,112672,310830
"had-arct",1959,88211,327093
"had-arct",1960,154651,393564
"had-arct",1961,193224,383464
"had-arct",1962,187408,354690
"had-arct",1963,146224,341806
"had-arct",1964,99158,374745
"had-arct",1965,118578,361494
"had-arct",1966,161778,401114
